4625535495310378,也许就此沉睡,抑郁症本来打算随便化个妆出去晃悠，看看能不能找到工作，一照镜子就觉得自己好丑啊，好沮丧,7518275995
4483203034978533,大河萌宝,全国公立精神卫生医院目录,6013911020
4625429757691606,大可爱0805,抑郁症 请问感冒了吃感冒药和消炎药咳嗽药可以和阿普唑仑还有草酸艾司一起吃吗？好多年不感冒突然感冒了,3910442507
4558280570180119,LUREmvp,抑郁症 各位兄弟姐妹们，我和有抑郁症的男朋友分手了(他提的)，我该怎么挽回他呢，我真的非常非常非常非常喜欢他！,2704516592
4625530462407836,天使不在我身边555,抑郁症真的不行了，坚持不了，不想去学校了，不想高考了，反正也考不到学校了，我也已经不想读书了，早就不想读了，因为没有勇气，所以到现在才放弃，在学校只想睡觉和玩手机，没救了ಥ_ಥ,3242161715
4623176082915632,丧心病狂攒钱k,抑郁症想问下大家都在从事什么工作？抑郁+社恐，找工作太难了！,3750509611
4625251856551450,yhao1026,抑郁症祝你我 “年少有为” yhao1026的微博视频,2139190224
4623820025239667,孜孜不想倦,"这是一个绝望又温暖的视频
日剧《三年A班》（强推！），讲述的是校园暴力，网络暴力和言语暴力。
很感人的剧，美到哭。
学校里一个女生因为学校里和社会上的舆论zs，老师为此挟持了全班同学作为人质，每天给同学们提问题，引导学生们思考自己在这件事中做错了什么。同时挟持人质也引起了社会的关注，老 ...全文",7537393689
4625288716356618,叫夜尊不叫沈面面,抑郁症我自行断药的那几天真的是在清醒的睡觉，现在好多时候不想吃药，又有时候想吞下一瓶子的药，我想问如果吃了一瓶喹硫平会怎样？,5369643202
4559675901614776,-阿果吖,抑郁症 我没有吃不下饭，甚至还会暴饮暴食，也没有睡不着觉，可是我心情很低落😞，一点事甚至没事就会哭，特别敏感，甚至有时候想离开，去医院检查是重度抑郁和轻度焦虑，可我吃饭和睡眠基本没有影响，我想知道有没有姐妹和我一样情况的。拜托有人回下我。,2730140894
4625538041250542,DHUISNDUPOWN,抑郁症 有没有吃来士普的朋友，我断断续续吃了一年多，经常自己停药，现在总是嗜睡呢，而且发胖了10多斤，身体特别虚。有相同症状的吗，交流一下。,6873201910
4625492130923574,-快乐法宝,抑郁症为什么我就吃了半颗帕罗西汀下去一点反应都没有，并不想睡觉，还是会难受会哭，是因为药量太小了？,6864748485
4529638829724048,UU要心想事成,"抑郁症问一下有没有跟我一样暴饮暴食的，就是如果难过时想吃东西(不饿甚至很撑)，不吃会更难过，然而吃完撑到想吐，怎么解决啊？
以前随便吃点饼干烤肠什么的也不影响，现在一大碗加蛋泡面吃完感觉胃要炸了，根本不饿就是想吃",5554655005
4621325341037340,丧心病狂攒钱k,抑郁症有无喜欢动漫的友友呀？求推荐个番剧，什么类型都可，笔芯芯。 西安,3750509611
4624926226517075,赫赫可乐,我感觉我真的该换个环境了 每天上班 能气到自己浑身抖 还不能去骂人家 有气也撒不了 真的感觉活不久了,5830870010
4475656501286039,瘦不下来的panpan,把最近的不开心说出来吧，我都回复,5213259838
4624908100044461,流念ABCDEF616,"抑郁症

好想拥有一个每天互道早安，晚安的朋友

好想拥有一个可以每天诉说琐事的朋友

好想拥有一个朋友",7552039429
4625235217222421,我很饿也很困,"抑郁症 被查出来血管瘤 给家里说 得到的不是关怀 不是紧张 而是知道我来省立医院之后的责备
说我大题小作哈哈哈哈 当初查出来抑郁症也是这样 永远都是大题小作 反正我就不该活着 有这样的父母真是我的不幸",6862670724
4620509533440455,小黄人在这,"抑郁症 看到这条微博的你们
都给爷好！好！活！着！

我17岁，患病已经两年多了，熬过了难熬的中考，却能熬到高考。

从去年十一月份开始休学，十二月住院，到今年一月出院。二月应该是我状态最好的一个月了，三月不知道为什么，情绪莫名低落，原本很关心我的妈妈突然冷漠，这个状态持续了两 ...全文",6464820376
4623080128777440,溪午不闻钟-08256,抑郁症如果，生命只剩下最后一刻，你想做什么？你会做什么？,6973245313
4625534833918256,Nichole-217,"从心里到生理到物质，尝试真的断舍离。
一定可以在最后剩下的东西里，找到答案。",1223542937
4624951947299142,是大靖吖-,抑郁症嘿！我今天18了，可以收到一句祝福吗,5621745102
4625289349698678,陇沅伊,抑郁症在纠结要不要休学，休学会再花两万多的学费，又想请假，不知道自己要干什么，什么也都没想好，脑子乱乱的，不知道请假两周的决定正确吗。整天请假，估计导员也很烦我吧…可是我没办法在学校待下去了。零零索索表达的什么也说不出来。,5428529849
